Location,Hospital_Name,State,District,Pincode,Hospital_Fax,Website
"37,S T C Collage Road,Perumalpuram",Kartheek Nursing Home,Tamil Nadu,Tirunelveli,627007,2530409,0
No 4 North High Ground Road Palayamkottai Palayamkottai,Krishna Hospital,Tamil Nadu,Tirunelveli,627007,0,0
Tirunelveli,Tirunelveli Medical College and Hospital,Tamil Nadu,Tirunelveli,627008,0,0
"122, Kamarajpur RoadAnbu Nagar ,Tirunelveli",Madhubala Hospital,Tamil Nadu,Tirunelveli,627011,0,0
"729-C, North 6Th Street, Thiyagarajanagar, Tiruneveli",Ranjeetham Nursing Home,Tamil Nadu,Tirunelveli,627011,0,0
7D High Ground St Thomas Road Tirunelveli,Vekateshwara Hospitals,Tamil Nadu,Tirunelveli,627011,0,0
"5/34, Sudalai Madasamy Koil Street Koodankulam",Kasthuri Hospital,Tamil Nadu,Tirunelveli,627106,0,0
"Vijayapathy Road, Radhapuram Nellai Dt",Dr Velan Memorial Hospital,Tamil Nadu,Tirunelveli,627111,0,0
"153, Perumal Kovil St,,.",Annai Amaravathi Hospital,Tamil Nadu,Tirunelveli,627117,0,0
"305-B,Main Road(Near Bus Stand), Vallioor",Annalekshmy Nursing Home,Tamil Nadu,Tirunelveli,627117,0,0
"Nh 7, North Main Road, Vallioor-627 117.",Arul Mission Hospital,Tamil Nadu,Tirunelveli,627117,0,0
"No.316 A,North Main Road,Near Concori Hr.Sec School.",Balaji Hospitals,Tamil Nadu,Tirunelveli,627117,221699,0
"82, Kailasapuram Middle Street, Tirunelveli Junction.",Shira Hospitals,Tamil Nadu,Tirunelveli,627352,2331692,0
"33, West Car Street Ambasamudram Ambasamudram",Dr Ramanujam Nursing Home And Poly Clinic,Tamil Nadu,Tirunelveli,627401,0,0
Ammaiappar Sannathi St.,Subham Nursing Home,Tamil Nadu,Tirunelveli,627401,0,0
Main Road,A D J Hospital,Tamil Nadu,Tirunelveli,627657,0,0
Navalady Road Tisaiyanvilai,Chidambaram Hospital,Tamil Nadu,Tirunelveli,627657,0,0
"169 C1, Main Road,,.",Nms Hospital,Tamil Nadu,Tirunelveli,627756,226179,0
"6, West Car Street Shenkottah Shenkottah",Seshan's Clinic,Tamil Nadu,Tirunelveli,627809,0,0
"No-180, K C Road, Sengottah",Shanthinikethan Nursing Home,Tamil Nadu,Tirunelveli,627809,0,0
Tirunelveli,Angel Nursing Home,Tamil Nadu,Tirunelveli,627811,0,0
"282,Samba Street Tenkasi",Annai Nursing Home,Tamil Nadu,Tirunelveli,627811,0,0
Tirunelveli,Arokkia Matha Hospital,Tamil Nadu,Tirunelveli,627811,0,0
Perumal Kovil Street Tenkasi,Dr.A.L. Anantanarayana Lyer Memorial Nursing Home,Tamil Nadu,Tirunelveli,627811,0,0
"Courtallam Road, Tenkasi",Kphospital,Tamil Nadu,Tirunelveli,627811,0,0
"100, Tirunelveli Main Road, Tenkasi",Mathura Hospital,Tamil Nadu,Tirunelveli,627811,0,0
"327, Courtallam Road,.",Meeran Nursing Home,Tamil Nadu,Tirunelveli,627811,0,0
"76/26, Varatharajapuram, Cumbum, Theni Dist",Radha Hospital,Tamil Nadu,Tirunelveli,627811,0,0
"104/76, Anaikaria Street, Tenkasi",S Sm Hospital,Tamil Nadu,Tirunelveli,627811,0,0
Tirunelveli,Seethalakshmi Nursing Home,Tamil Nadu,Tirunelveli,627811,0,0
"100, Perumal Koil Street Tenkasi Tenkasi",Shenbagam Nursing Home,Tamil Nadu,Tirunelveli,627811,0,0
180/273 Kannimaramman Kovil Street Tenkasi,Shiva Hospital,Tamil Nadu,Tirunelveli,627811,0,0
"Old No 181-181-A, N No 473-475, Swamy Sannathi",Subbulakshmi Nursing Home,Tamil Nadu,Tirunelveli,627811,0,0
"13/549,B,Tenkasi Main Road, Alangulam,",Sri Ram Hospital,Tamil Nadu,Tirunelveli,627851,0,0
"No. 7, Esakkiamman Koil Street,Chinthamani,Puliangudi,",Sri Kanna Speciality Hospitals,Tamil Nadu,Tirunelveli,627855,0,0
"Bus Stand Road,.",Mahalakshmi Nursing Home,Tamil Nadu,Tirunelveli,627859,261268,0
"Sankaran Kovil Road, Surandai",Shanthi Nursing Home,Tamil Nadu,Tirunelveli,627859,0,0
"Poc Road, Surandai",Thangamathi Nursing Home,Tamil Nadu,Tirunelveli,627859,0,0
"50 Bharathi Street, Ramapuram, Tiruvallur",Srm Speciality Hospital,Tamil Nadu,Tiruvallur,600089,0,0
210 / 2005 395 T H Road,Aakash Hospital,Tamil Nadu,Tiruvallur,600019,0,0
"Oldno. 272, Newno. 829, Thiruuottiyur High Road, Near Corporation Of Chennai Zonal Office-1",K J Nursing Home,Tamil Nadu,Tiruvallur,600019,0,0
"No.167,E.H.Road,Vyasarpadi,Sharma Nagar,Chennai",K.M.Hospitals,Tamil Nadu,Tiruvallur,600019,0,0
"No 727 To 730, T H Road, T S R Nagar,Thiruvottiyur Chennai",Karthic Hospital,Tamil Nadu,Tiruvallur,600019,0,0
"964, T.H. Road,Kaladipet,Thiruvalluvar.",Kurinchi Hospitals,Tamil Nadu,Tiruvallur,600019,0,0
"98/1031, T H Road Kaladipet Chennai Chennai",Rohit Hospital,Tamil Nadu,Tiruvallur,600019,0,0
"No: 924, T H Road Near Ellaiamman Koil Thiruvottivur Chennai",Sss Hospital,Tamil Nadu,Tiruvallur,600019,0,0
"349,Thiruvottiyur High Road,Thiruvottiyur.",Sugam Hospital,Tamil Nadu,Tiruvallur,600019,0,0
"No.96, Village Street, Tollgate, Sathuma Nagar,",Vandana Hospital,Tamil Nadu,Tiruvallur,600019,044  25994757,0
"No-04, Annai Gangammal Nagar, Satiamurhu Nagar, Thiruvattiyur",Vasantha Hospital,Tamil Nadu,Tiruvallur,600019,0,0
"76,South Mada St.,Thiruvottiyur,",Vinayak Clinic,Tamil Nadu,Tiruvallur,600019,0,0
"50, Block 1 1St Flr Amm Towers",Cholayil Sanjeevanam Ayurveda,Tamil Nadu,Tiruvallur,600037,0,0
"Old No.61New No.3,Reddy Palayam Road,Mugappair West.",Dr. Arvind Vision Care,Tamil Nadu,Tiruvallur,600037,42605533,0
"4-A Dr J J Nager, Mogappair, Chennai",Institute Of Cardio-Vascular Diseaqses,Tamil Nadu,Tiruvallur,600037,0,0
"4A, Dr. J.J. Nagar, Mogappair,",Madras Medical Mission,Tamil Nadu,Tiruvallur,600037,044  26565906/973,0
J J Nagar East Mugappair,Nivaren Maternity Clinic,Tamil Nadu,Tiruvallur,600037,0,0
"1/234, Mmda, Mogappair East",Raj Nursing Home,Tamil Nadu,Tiruvallur,600037,0,0
"""Swarnapuri""-Ground Floor,6/13,J.J.Nagar West",Spandana Surgical Centre,Tamil Nadu,Tiruvallur,600037,0,0
"335, Thirucalluvar Salai Panneer Nagar, Mugapair Chennai",Srinivas Eye Hospital,Tamil Nadu,Tiruvallur,600037,0,0
"191/3C, Velammal School Road,T.S.Krishna Nagar,Mugappair",Velammal Hospitals,Tamil Nadu,Tiruvallur,600037,044  49047031,0
"No.52, Dayalunagar, Kolathur, Near Villirakham Railway Station,",B B Hospital,Tamil Nadu,Tiruvallur,600049,0,0
"No.36, Ponnankinaru Street, Villivakkam,",Cauvery Trust Hospital,Tamil Nadu,Tiruvallur,600049,0,0
M.T.H.. Road Villivakkam Chennai - 49,Mohan Nursing Home,Tamil Nadu,Tiruvallur,600049,0,0
"No.2,1St Street, Nethaji Nagarm North Red Hils Roadm Villivakkam, Chennai-",Nirmal Polyclinic And Nursing Home,Tamil Nadu,Tiruvallur,600049,0,0
"No. 11, South Mada Street, Near Villivakkam Bus Terminus",Swami Eye Clinic and Surgicenter,Tamil Nadu,Tiruvallur,600049,0,0
"4/198 & 199, M.A.Koil St,M.A.Nagar,Redhills.",Vanaja Hospital,Tamil Nadu,Tiruvallur,600052,26323342,0
"No.G4, Srivatsa Apartments, Plot No:196, Old Mth Road,Ambattur, Chennai",Ashwini Eye Care,Tamil Nadu,Tiruvallur,600053,0,0
"3/157, M.T.H.Road,Ambattur.",B.M.Orthopaedic Hospital,Tamil Nadu,Tiruvallur,600053,0,0
"Vijoya Complex,No.1.M.J.H.Road,Ambattur,Chennai,Tiruvallur",Dr.Bhats Eye Hospital,Tamil Nadu,Tiruvallur,600053,223627,0
"No.506,M.T.H.Road,Ambathur-Chennai,Tiruvallur",Essvee Hospital,Tamil Nadu,Tiruvallur,600053,55453398,0
"No. 11, Old B.O.B. St. Secretariate Colony",Om Shakthi Hospital,Tamil Nadu,Tiruvallur,600053,0,0
"C-57,2Nd Main Road, Thiruvenkada Nagar, Ambattur",Sri Vaishnavi Nursing Home,Tamil Nadu,Tiruvallur,600053,0,0
"471, Mth Road, Ambattur,",Teja Hospital,Tamil Nadu,Tiruvallur,600053,0,0
"182, M.T.H. Road, Avadi, Chennai.",Durga Nursing Home,Tamil Nadu,Tiruvallur,600054,0,0
"221, Nehru Bazaar Road, Avadi",Immanuel Hosptal,Tamil Nadu,Tiruvallur,600054,0,0
"No.56, C.T.H. Road, Avadi, Chenni",Lions Eye Care Centre and Research Foundation,Tamil Nadu,Tiruvallur,600054,0,0
"No 387 Drr Complex 1St Floor,Opposite Indian Oil Petrol Pump,Trunk Road,Karaiyanchavadi,Chennai - 600056",Chinnammal Ent Hospital,Tamil Nadu,Tiruvallur,600056,0,0
"399, Trunk Road, Karayanchavadi, Poonamallee",D.R.R. Eye Hospital,Tamil Nadu,Tiruvallur,600056,0,0
"No. 34, Udayavar Koil Street, Thirumizhisai, Poonammallee",Dr Grace George Hospital,Tamil Nadu,Tiruvallur,600056,0,0
"No.1, J.C.N. Street, Poonamallee,",Mangalam Hospital,Tamil Nadu,Tiruvallur,600056,044  26492447,0
"No. 5, Sannathi Street Poonamallee",Poovai Poly Clinic,Tamil Nadu,Tiruvallur,600056,0,0
"No.780, Trunk Road, Poonamalle,",Vasan Eye Care Hospital,Tamil Nadu,Tiruvallur,600056,0,0
"186, Trunk Road, Poonamallee Chennai",Veecare Sundar Hospital,Tamil Nadu,Tiruvallur,600056,0,0
2/B Anuradha Comp Ellora Park Vasdodara,Ellora Medical and Provision Store,Tamil Nadu,Tiruvallur,600058,0,0
"O.3/N9, Manikanda Ix Street, Chennai",Sun Medicare Centre.,Tamil Nadu,Tiruvallur,600058,0,0
"16, G.N.T. Road",Kvt Health Centre,Tamil Nadu,Tiruvallur,600060,2537635,0
"5/4, 29Th St., Nanganallur, Chennai",Sriram Dental Clinic and Orthodontic Centre,Tamil Nadu,Tiruvallur,600060,0,0
"35, Masillamaneeswarar Nagar,Behind Siva Temple),Thirumullaivoyal,Chennai",Sri Sai Speciality Hospital,Tamil Nadu,Tiruvallur,600062,0,0
"201, Kamarajar Salai Manali Chennai Chennai 600068",Anand Hospital,Tamil Nadu,Tiruvallur,600068,0,0
"No:3,1St Floor, Main Road,Kamaraj Nagar, Avadi,Chennai",Dr. Agarwal's Eye Hospital Ltd. - Avadi,Tamil Nadu,Tiruvallur,600071,0,0
"Cth Road,,Pattabiram.",Grace Hospital,Tamil Nadu,Tiruvallur,600072,26340616,0
"81-85,Annai Therasa Street,Indira, Nagar,Valasaravakkam,",A.N.N Hospital,Tamil Nadu,Tiruvallur,600087,044  24869304,0
"No.36, Ist Main Road, Alwarthirunagar Annexe, Alwarthirunagar Chennai 600 087.",Aaditya Kamaraja Eye Hospital,Tamil Nadu,Tiruvallur,600087,0,0
"No.18, Svs Nagar, 12Th Cross Street, Second Main Road,Valsaravakkam",Dhanwanthri Foundation For Ayurvedic And Panchakarma Ayurvedic Nursing Home,Tamil Nadu,Tiruvallur,600087,0,0
"192,Nakeeran Street, Alwarthirunagar, Chennai-",Lalitha Nurshing Home,Tamil Nadu,Tiruvallur,600087,0,0
"153, Arcot Road, Sai Square Complex Valasaravakkam Chennai Chennai 600087",Rakshith Hospitals,Tamil Nadu,Tiruvallur,600087,0,0
"1, Jawaharlal Nehru Street, Valasarawakkam, Alwarthirunagar,",Royal Hospital - Chennai,Tamil Nadu,Tiruvallur,600087,044  24863535,0
"3/A, Sathyam Flats Ground Floor, Cholan Street, Alwarthirunagar",Sri Ganesa Eye Clinic,Tamil Nadu,Tiruvallur,600087,0,0
"New No.2,Old No.22,Vani Nagar,Valasaravakkam Chennai-600087",Sri Hanu Nursing Home,Tamil Nadu,Tiruvallur,600087,0,0
"163-A, V.V. Giri St.Ramakrishna Nagar,Chennai",V.K. Nursing Home,Tamil Nadu,Tiruvallur,600087,0,0
"No 50, Arcot Road, Valasaravakkam,",Vasan Eye Care Hospital - Valasaravakkam,Tamil Nadu,Tiruvallur,600087,33701326,0
"No: 9, 100 Feet Road, Nehru National Highway, Kolathur",D R J Hospital P. Ltd.,Tamil Nadu,Tiruvallur,600099,0,0
"No -139, Srinivas Nagar, 3Rd Main Road, Kolathur",Dr. Agarwal's Eye Hospital Ltd. - Kolathur,Tamil Nadu,Tiruvallur,600099,0,0
"6, Vivekananda Nagar, Ranga Garden, Kolathoor",For Hospital,Tamil Nadu,Tiruvallur,600099,0,0
"7/10, Bharathi Nagar, Balaji Nagar Main Road, Kolathur",Kts Nursing Home,Tamil Nadu,Tiruvallur,600099,0,0
"100 A, Perambur -Redhills Rd,Near Secretariat Colony Bus Stop,Lakshmipuram.",Lake View Hospital,Tamil Nadu,Tiruvallur,600099,0,0
"1419-A 200, Feet Inner Ring Road, Rettari Junction, Kolathur",Retteri Sri Kumaran Health Centre Pvt Ltd,Tamil Nadu,Tiruvallur,600099,0,0
"1419A,200 Feet Inner Ring Road,Retteri Junction,Kolkathur",Sri Kumaran Health Centre,Tamil Nadu,Tiruvallur,600099,226642,0
"No. 395/A T.H.Road, Minjur",Padmasri Nursing Home,Tamil Nadu,Tiruvallur,601203,0,0
"No. 395, T.H. Road, Minjur",Rathna Nursing Home,Tamil Nadu,Tiruvallur,601203,0,0
"124, T.H Road, Minjur,",Sri Sakthi Nursing Home,Tamil Nadu,Tiruvallur,601203,0,0
"19, Railway Station Road Opp: Boy's Hr School",Sree Vaaru Hospitals,Tamil Nadu,Tiruvallur,601204,0,0
"103,Gandhi Road, Tiruvallur-",Billroth 360 Hospitals,Tamil Nadu,Tiruvallur,602001,0,0
49 Mothilal Street,Dr Ac Thiagarajan Hospital,Tamil Nadu,Tiruvallur,602001,0,0
No 157 Jawaharlala Nehru Road,Dr Agarwals Eye Hospital Ltd,Tamil Nadu,Tiruvallur,602001,0,0
"17, Mothilal Street",Dr M Kanniappan Hospital,Tamil Nadu,Tiruvallur,602001,0,0
38849 North Raja Street,Dr M Kumaran Hospital,Tamil Nadu,Tiruvallur,602001,0,0
"45, J.N. Road,Oil Mill.",R.K.B Hospitals,Tamil Nadu,Tiruvallur,602001,27663479,0
"No. 166, Jawaharlal Nehru Road, Oil Mill Bus Stop",Subam Hospital,Tamil Nadu,Tiruvallur,602001,0,0
"32,J.N.Road,Tiruvallur",Suriya Hospital,Tamil Nadu,Tiruvallur,602001,0,0
"No.32, J. N. Road,.",Surya Hospital,Tamil Nadu,Tiruvallur,602001,0,0
"14,Rajaji Street, Mathvala Nagar, Thiruvallore",Logidasans Hospital,Tamil Nadu,Tiruvallur,602002,0,0
"No:208, J.N. Road, Periyakuppam,",Grace Medical Centre,Tamil Nadu,Tiruvallur,602003,0,0
"No.45, J.P. Road, RajajipuramTiruvallur",Rkb Multi Speciality Hospital,Tamil Nadu,Tiruvallur,602003,0,0
"No. 159, M. T. H. Road, Thiruninravur",A. G. Nursing Home,Tamil Nadu,Tiruvallur,602024,0,0
"10 & 12 Alamaran Street,Tiruttani, Tiruvallur District","B.R.Hospital, Tiruttani",Tamil Nadu,Tiruvallur,631209,0,0
"Anna Salai,.",Anthony Sheeran Hospital,Tamil Nadu,Tiruvannamalai,606601,0,0
57 Annasala Tiruvanamalai,Grace And Compassion Hospital,Tamil Nadu,Tiruvannamalai,606601,0,0
"46B/10-Thirumanjana Gopura St,Near G H,.",Hameed Hospital,Tamil Nadu,Tiruvannamalai,606601,0,0
"45 / 36, Varthagar Street,",Indra Nursing Home,Tamil Nadu,Tiruvannamalai,606601,0,0
"6-2-145, T.Nager, Tirupathi",Mother Hospital,Tamil Nadu,Tiruvannamalai,606601,0,0
"4/E-2, Durb Ali St,,.",Sri Balaji Nursing Home,Tamil Nadu,Tiruvannamalai,606601,0,0
"158,Kamatchi Amman Koil Street,Near Kamatchi Amman Temple.",Sri Vasavi Hospital,Tamil Nadu,Tiruvannamalai,606601,0,0
"Tiruvoodai St,,.",T.N.K.Nursing Home,Tamil Nadu,Tiruvannamalai,606601,0,0
"15,Chenneppar Street",Theepa Nursing Home,Tamil Nadu,Tiruvannamalai,606601,0,0
"34-F/10, Vanatharaya Paalaya St, Veltavakarn Road",Vivekananda Eye Hospital,Tamil Nadu,Tiruvannamalai,606601,223771,0
"Shiva Nagar,Athiyandal Village,Sri Ramanasramam Post",Ramana Maharishi Rangammal Hospital,Tamil Nadu,Tiruvannamalai,606603,236693,0
"51-C, Somavaralula St,Somavarakulam.",Sri Ramanamaharishi Eye Hospital,Tamil Nadu,Tiruvannamalai,606603,0,0
"135, Old Policeline St,Opposite Old Bus Stand",R.K.Hospital,Tamil Nadu,Tiruvannamalai,606701,223363,0
"117, Polur Road, Chengam",Shantala Hospital,Tamil Nadu,Tiruvannamalai,606701,0,0
"St. Thomas Hospital & Leprosy Centre, Chettupattu",St Thomas Hospital and Leprosy Center,Tamil Nadu,Tiruvannamalai,606801,0,0
"74/ B7, Veerappan Street",Prashanthi Hospital,Tamil Nadu,Tiruvannamalai,606803,0,0
"253, Sathyamurthy Road Arani Arani",Suriya Hospital,Tamil Nadu,Tiruvannamalai,632301,0,0
"Agraharam, Eravanchery",Aswini Hospital,Tamil Nadu,Tiruvarur,609501,0,0
"16,Kamalalayam West BankTiruvarur",Shree Venkateswar Hospital,Tamil Nadu,Tiruvarur,610001,0,0
Javulikara Street Tiruvarur,Tiruvarur Medical Centre,Tamil Nadu,Tiruvarur,610001,0,0
"47, Pidari Koil St,.",V.S.Hospital,Tamil Nadu,Tiruvarur,610001,0,0
"1A, Natesan Street,Mannargudi",N.R.K. Hospitals,Tamil Nadu,Tiruvarur,614001,0,0
"2,Kamalalayam South Bank Tiruvarur",Rukmani Hospital,Tamil Nadu,Tiruvarur,614001,0,0
Manarkudi Main Road,N.V.K Hospital,Tamil Nadu,Tiruvarur,614706,"04369, 222353",0
"31/7, North Street,.",Best Medical Centre,Tamil Nadu,Tiruvarur,614713,221302,0
"51.C Hospital Street, Thiruthuraipoondi,",Hanifa Nursing Home,Tamil Nadu,Tiruvarur,614713,0,0
"Main Road, District  Nagapattinam",Lakshmi Srinivas Hospital,Tamil Nadu,Tiruvarur,614713,0,0
"30-A&B,Tiruvarur Road,Thiruthuraipoondi",P.K.T.Nursing Home,Tamil Nadu,Tiruvarur,614713,0,0
Thiruthuraipoondi,Sri Venkateshwar Nursing Home,Tamil Nadu,Tiruvarur,614713,0,0
"Near Railway Station,",Vijila Nursing Home,Tamil Nadu,Tiruvarur,614713,0,0
"291-C, Main Road,Naduvakurichi,Srivaigundam.",Selvaa Hospital,Tamil Nadu,Tuticorin,627862,0,0
"48 North Cotton Road, Thoothukundi",Thenmani Hospital,Tamil Nadu,Tuticorin,628001,0,0
"29, Teppakulam Street,",Jothi Nursing Home,Tamil Nadu,Tuticorin,628002,0,0
"73/10, Polepettai,",Kay Jee Nursing Home,Tamil Nadu,Tuticorin,628002,0,0
"46,Andal Street,Thoothukudi",R.R.Hospital,Tamil Nadu,Tuticorin,628002,0,0
"36-38, Palayamkottai Road,Near Velavan Stores.",Rajam Nursing Home,Tamil Nadu,Tuticorin,628002,0,0
"40-41,Andal Street,Tuticorin",Rengasamy Nursing Home,Tamil Nadu,Tuticorin,628002,0,0
"Kandhasamy Puram, Opp To Bsnl, Krishna Raja Puram",Sacred Heart Hospital,Tamil Nadu,Tuticorin,628002,0,0
"77, Vakkil St., Kovilpatti- Thoothukudi",Selvan Clinic,Tamil Nadu,Tuticorin,628002,0,0
"5, North Car Street",Sugalaya Hospital,Tamil Nadu,Tuticorin,628002,0,0
145/5B Jeyaraj Road Tuticorin Tuticorin,Sundaram Arulraj Hospitals,Tamil Nadu,Tuticorin,628002,0,0
"49, Toovey Puram 10Th Street, Tuticorin",Annai Saradha Hospital,Tamil Nadu,Tuticorin,628003,0,0
"135, Palayamkottai Road, Tuticorin Tuticorin",Avm Hospital,Tamil Nadu,Tuticorin,628003,0,0
"No.26, Tiruchendur Road,",Be Well Hospital,Tamil Nadu,Tuticorin,628003,0,0
"138/4 Palayamkottai, Main Road Tuticorin",Dr Agarwals Eye Hospital (Agarwal Health Care Ltd),Tamil Nadu,Tuticorin,628003,0,0
"No.10, V.E. Road, Near Anthony`S Church,",Rayen Eye Hospital,Tamil Nadu,Tuticorin,628003,0,0
"209-A, V.E. Road, Tuti Corin-628 003.",Theiva Nursing Home,Tamil Nadu,Tuticorin,628003,0,0
"258-B, V E Road, V E Road,",Vasan Eye Care Hospital,Tamil Nadu,Tuticorin,628003,0,0
1B/2 Perumalpuram ( Opp Subbiah Vidyalayam Girls School West Gate Thoothukudi,Veeramani Hospital,Tamil Nadu,Tuticorin,628003,0,0
106 G / 8 Palai Main Road West Miller Puram,City Hospital,Tamil Nadu,Tuticorin,628008,0,0
"97H/1B, Teachers Colony,",Maithriye Clinic,Tamil Nadu,Tuticorin,628008,0,0
"Ottapidaram, Thoothukudi Tuticorin",Sri Bhuvaneshwari Nursing Home,Tamil Nadu,Tuticorin,628008,0,0
"No. 184/4, V.V.D Road, Annanagar, Near V.V.D Signal, V.O.C District",Sri Gomathi Hospital,Tamil Nadu,Tuticorin,628008,0,0
"5A / 84, Caldwel Colony, First Street, Thoothukudi",Vino Hospital,Tamil Nadu,Tuticorin,628008,0,0
"Main Road, North Auhtoor,",Sankar Hospital,Tamil Nadu,Tuticorin,628151,0439    238869,0
"Tiruchendur Road, Kayalpatnam",K. M. T. Hospital,Tamil Nadu,Tuticorin,628204,0,0
"133, Lf Road, Rathnapuri, Kayalpatinam, Near Ratnapuri Bus Stand",Razack Hospital,Tamil Nadu,Tuticorin,628204,0,0
"1/143  B, Tuticorin Road, Veerapandianratnam, Tiruchendur",B G Hospital,Tamil Nadu,Tuticorin,628215,0,0
"286, Kulasai Road,Tiruchendur.",Edison Hospital,Tamil Nadu,Tuticorin,628215,0,0
"34E, Palayamkottai Road Tiruchendur",K. K. Hospital,Tamil Nadu,Tuticorin,628215,0,0
"126-Vakkil Street,Kovilapatti",K. G. Clinic,Tamil Nadu,Tuticorin,628501,0,0
"2764/6, Main Rd,,.",Padma Hospital,Tamil Nadu,Tuticorin,628501,234310,0
"59 60 Chokkan Urani Street, Opp To Aks Theatre, Kovilpatti, Thoothukudi",Sudiksha Prabhu Hospital,Tamil Nadu,Tuticorin,628501,0,0
60 Santhai Pettai Street Kovilpatti,Aarthi Hospital,Tamil Nadu,Tuticorin,628502,0,0
"No. 520.Thrinavelli Road, Inamaniyachi Kovilpetti",Dhamayanthi Hospital Pvt Ltd,Tamil Nadu,Tuticorin,628502,0,0
"46-B, Santhaipettai Street Kovilpatti Kovilpatti",Kamala Hospitals,Tamil Nadu,Tuticorin,628502,0,0
"134 To 136, Muthananthapuram Street Muthananthapuram Street",Padma Praba Hospital,Tamil Nadu,Tuticorin,628502,0,0
Kovilpatti,Rhyatham Hoslpital,Tamil Nadu,Tuticorin,628502,0,0
"2, Muthananthapuram,Ii Nd Street,Behind Bus Stand.",Rhyatham Hospital,Tamil Nadu,Tuticorin,628502,0,0
"46C, Santhai Pettai Street",Sri Murali Hospital,Tamil Nadu,Tuticorin,628502,0,0
"60,Santhaipettai Road,Kovilpatti",Sri Renganayaki Hospital,Tamil Nadu,Tuticorin,628502,0,0
Aks Theatre Road Kovilpatti,Srinivasa Hospital,Tamil Nadu,Tuticorin,628502,0,0
"6/6-A,Muthananthapuram,2Nd Street,Behind Tower Bus Stand",Thulasi Hospital,Tamil Nadu,Tuticorin,628502,0,0
"520, Tirunelveli Nh, Kr Nagar Post,",Kovilpatti Venkateswara Hospitals (Run By Dhamayanthi Hospitals (P) Ltd),Tamil Nadu,Tuticorin,628503,0,0
"Kovilpatti Main Road, Kalugumalai",Sasi Clinic,Tamil Nadu,Tuticorin,628552,0,0
"53/82, Sannathi St, Srivaikuntam",St.Pauls Maternity Centre,Tamil Nadu,Tuticorin,628601,0,0
Nazareth,St. Lukes Hospital,Tamil Nadu,Tuticorin,628616,0,0
"16/16, Sathyamoorthy Street, Swalpet, Arakonam, Vellore,",Kumaran Nursing Home,Tamil Nadu,Vellore,631001,0,0
"17, Town Hall 1 St Street, Arakkonam .Vellore",Prasanna Nursing Home,Tamil Nadu,Vellore,631001,0,0
"30, Gandhi Road Arakonam",Saai Dakshin Clinic,Tamil Nadu,Vellore,631001,0,0
"No. 52, Gandhi Road-4, Arakkonam.",Shalini Nursing Home,Tamil Nadu,Vellore,631001,0,0
"34,Mosque Street,Arakkonam",Velu Hospital,Tamil Nadu,Vellore,631001,0,0
"No.41, Dharga Road,Pallavaram,Vellore",B.M. Silver Jubilee Multi Speciality Hospital,Tamil Nadu,Vellore,632001,0,0
"No.19/1, Officers Line, Vellore,",Dr. Agarwal`S Eye Hospital Ltd,Tamil Nadu,Vellore,632001,0416  4204545,0
"15/2, Masilamni Hostel Road, Vellore",Mumme Hospital,Tamil Nadu,Vellore,632001,0,0
Arni Road,Ophthalmology Department Christian Medical College,Tamil Nadu,Vellore,632001,0,0
"No:49, Filterbed Road,Vellore",Popular Eye Clinic,Tamil Nadu,Vellore,632001,0,0
"5, Ponniamman Koil St,,.",Raj Nursing Home,Tamil Nadu,Vellore,632001,2267035,0
"32, G.P.H. Road,Kosapet.",Sankari Hospital,Tamil Nadu,Vellore,632001,2222579,0
"No 82, Thennamaram Street,Kosapet,Vellore",Shanthi Nursing Home,Tamil Nadu,Vellore,632001,0,0
"7Th Cross, Phase I, Sathuvachari,Vellore",Sri Sakthi Amma Hospital,Tamil Nadu,Vellore,632001,0,0
"No 30 /1, Officers Lane, Vellore Vellore",Vasan Eye Care Hospital,Tamil Nadu,Vellore,632001,0,0
Office Of The Treasurer Care Section Ida Scudder Road Vellore,Christian Medical College,Tamil Nadu,Vellore,632004,0,0
Kalinjur Kalinjur Gandhi Nagar Vellore,Kumaran Hospital,Tamil Nadu,Vellore,632006,0,0
"7/8, Pillayar Koil St,Dharapadavedu,Katpadi.",Lakshmi Hospital,Tamil Nadu,Vellore,632007,0,0
"Sathuvachari,Vellore-",A.S.A Hospital,Tamil Nadu,Vellore,632009,0,0
"44,Arcot Road, Phase -Ii,Sathuvachary, Vellore",Nalam Medical Center and Hospital,Tamil Nadu,Vellore,632009,4300396,0
"565, Phase I Sathuvachary Vellore",Sandhya Hospital,Tamil Nadu,Vellore,632009,0,0
"10, 19Th Cross, Phase Ii,Sathuvachary.",Vellore Eye Hospital (Kalaignar Medical Research Foundation),Tamil Nadu,Vellore,632009,0,0
